nl_cmd,bash_cmd
list contents of the <directory_name> folder,ls ~/<directory_name>
show hidden files in the <directory_name> folder,ls -a ~/<directory_name>
list hidden and visible files in <directory_name>,ls -a ~/<directory_name>
show everything including hidden files in the <directory_name> folder,ls -a ~/<directory_name>
list all files including hidden ones in <directory_name>,ls -a ~/<directory_name>
show hidden files in the <directory_name> directory,ls -a ~/<directory_name>
list hidden files and folders in <directory_name>,ls -a ~/<directory_name>
show recently modified files in the <directory_name> folder,ls -lt ~/<directory_name>
list files sorted by modification time in <directory_name>,ls -lt ~/<directory_name>
show latest modified files in the <directory_name> directory,ls -lt ~/<directory_name>
list files by time in <directory_name>,ls -lt ~/<directory_name>
show files sorted by time in the <directory_name> folder,ls -lt ~/<directory_name>
list all files and subdirectories in <directory_name>,ls -R ~/<directory_name>
show everything recursively in the <directory_name> folder,ls -R ~/<directory_name>
list all files in the directory tree of <directory_name>,ls -R ~/<directory_name>
show the directory structure for the <directory_name> folder,ls -R ~/<directory_name>

# tree command

show directory structure in a tree format,tree
display the folder hierarchy,tree
show files and directories in a tree structure,tree
list files in a tree format in <directory_name>,tree <directory_name>
display the tree of contents in <directory_name>,tree <directory_name>
list files and folders hierarchically in <directory_name>,tree <directory_name>
show hidden files in tree structure,tree -a
show the directory tree including hidden files,tree -a
list the files recursively in a tree view,tree -a
show directory structure with a limit on depth,tree -L 2
display files in the folder with a limited depth,tree -L 2
show files up to level <number> in <directory_name>,tree -L <number> <directory_name>
list directory structure in a tree format up to level <number>,tree -L <number> <directory_name>
display directory structure up to <number> levels deep,tree -L <number> <directory_name>
show files in the <directory_name> directory in a tree view,tree <directory_name>


#creating file with extentions for about 20 types

create a text file <file_name>.txt,touch <file_name>.txt
make a new text file <file_name>.txt,touch <file_name>.txt
create <file_name>.txt file,touch <file_name>.txt
create a <file_name>.txt file,touch <file_name>.txt
create a Python file <file_name>.py,touch <file_name>.py
make a new Python file <file_name>.py,touch <file_name>.py
create <file_name>.py for Python,touch <file_name>.py
create a <file_name>.py file for Python,touch <file_name>.py
create a C file <file_name>.c,touch <file_name>.c
make a C file <file_name>.c,touch <file_name>.c
create <file_name>.c file for C programming,touch <file_name>.c
create a C++ file <file_name>.cpp,touch <file_name>.cpp
make a C++ file <file_name>.cpp,touch <file_name>.cpp
create <file_name>.cpp for C++ programming,touch <file_name>.cpp
create a Java file <file_name>.java,touch <file_name>.java
make a Java file <file_name>.java,touch <file_name>.java
create a <file_name>.java file for Java,touch <file_name>.java
create an HTML file <file_name>.html,touch <file_name>.html
make a new HTML file <file_name>.html,touch <file_name>.html
create a <file_name>.html file,touch <file_name>.html
create a CSS file <file_name>.css,touch <file_name>.css
make a CSS file <file_name>.css,touch <file_name>.css
create a <file_name>.css file,touch <file_name>.css
create a JavaScript file <file_name>.js,touch <file_name>.js
make a JavaScript file <file_name>.js,touch <file_name>.js
create a <file_name>.js file for JavaScript,touch <file_name>.js
create a JSON file <file_name>.json,touch <file_name>.json
make a JSON file <file_name>.json,touch <file_name>.json
create <file_name>.json file,touch <file_name>.json
create a markdown file <file_name>.md,touch <file_name>.md
make a markdown file <file_name>.md,touch <file_name>.md
create a <file_name>.md file for markdown,touch <file_name>.md
create a YAML file <file_name>.yml,touch <file_name>.yml
make a YAML file <file_name>.yml,touch <file_name>.yml
create a <file_name>.yml file for YAML,touch <file_name>.yml
create a PHP file <file_name>.php,touch <file_name>.php
make a PHP file <file_name>.php,touch <file_name>.php
create a <file_name>.php file for PHP,touch <file_name>.php
create a Ruby file <file_name>.rb,touch <file_name>.rb
make a Ruby file <file_name>.rb,touch <file_name>.rb
create a <file_name>.rb file for Ruby,touch <file_name>.rb
create a SQL file <file_name>.sql,touch <file_name>.sql
make a SQL file <file_name>.sql,touch <file_name>.sql
create a <file_name>.sql file for SQL,touch <file_name>.sql
create an image file <file_name>.jpg,touch <file_name>.jpg
make a new image file <file_name>.jpg,touch <file_name>.jpg
create a <file_name>.jpg image file,touch <file_name>.jpg
create a PNG image file <file_name>.png,touch <file_name>.png
make a PNG image file <file_name>.png,touch <file_name>.png
create a <file_name>.png image file,touch <file_name>.png
create a PDF file <file_name>.pdf,touch <file_name>.pdf
make a PDF file <file_name>.pdf,touch <file_name>.pdf
create a <file_name>.pdf document,touch <file_name>.pdf
create a spreadsheet file <file_name>.xls,touch <file_name>.xls
make a spreadsheet file <file_name>.xls,touch <file_name>.xls
create a <file_name>.xls spreadsheet,touch <file_name>.xls
create a CSV file <file_name>.csv,touch <file_name>.csv
make a CSV file <file_name>.csv,touch <file_name>.csv
create a <file_name>.csv file,touch <file_name>.csv
create a log file <file_name>.log,touch <file_name>.log
make a log file <file_name>.log,touch <file_name>.log
create a <file_name>.log file for logs,touch <file_name>.log

# create file with path specified

create a text file named <file_name>.txt in <directory_name>,touch <directory_name>/<file_name>.txt
create a file <file_name>.txt inside <directory_name>,touch <directory_name>/<file_name>.txt
make a new file <file_name>.txt in <directory_name>,touch <directory_name>/<file_name>.txt
create a new text file called <file_name>.txt in <directory_name>,touch <directory_name>/<file_name>.txt
create a python file called <file_name>.py in <directory_name>,touch <directory_name>/<file_name>.py
make a python file <file_name>.py inside <directory_name>,touch <directory_name>/<file_name>.py
create <file_name>.py for python inside <directory_name>,touch <directory_name>/<file_name>.py
create a python file <file_name>.py in <directory_name>,touch <directory_name>/<file_name>.py
make a c file <file_name>.c inside <directory_name>,touch <directory_name>/<file_name>.c
create a c program file <file_name>.c in <directory_name>,touch <directory_name>/<file_name>.c
make a new c file <file_name>.c inside <directory_name>,touch <directory_name>/<file_name>.c
create a new c++ file named <file_name>.cpp inside <directory_name>,touch <directory_name>/<file_name>.cpp
create a c++ file <file_name>.cpp in <directory_name>,touch <directory_name>/<file_name>.cpp
make a c++ file <file_name>.cpp inside <directory_name>,touch <directory_name>/<file_name>.cpp
create a java program file <file_name>.java inside <directory_name>,touch <directory_name>/<file_name>.java
make a java file <file_name>.java in <directory_name>,touch <directory_name>/<file_name>.java
create a <file_name>.java file inside <directory_name>,touch <directory_name>/<file_name>.java
create an html file <file_name>.html inside <directory_name>,touch <directory_name>/<file_name>.html
make a new html file <file_name>.html in <directory_name>,touch <directory_name>/<file_name>.html
create an html file <file_name>.html inside <directory_name>,touch <directory_name>/<file_name>.html
create a css file <file_name>.css inside <directory_name>,touch <directory_name>/<file_name>.css
make a <file_name>.css file inside <directory_name>,touch <directory_name>/<file_name>.css
create a new css file <file_name>.css in <directory_name>,touch <directory_name>/<file_name>.css
create a javascript file named <file_name>.js inside <directory_name>,touch <directory_name>/<file_name>.js
create a <file_name>.js file inside <directory_name>,touch <directory_name>/<file_name>.js
make a javascript file <file_name>.js inside <directory_name>,touch <directory_name>/<file_name>.js
create a json file <file_name>.json inside <directory_name>,touch <directory_name>/<file_name>.json
make a json file named <file_name>.json in <directory_name>,touch <directory_name>/<file_name>.json
create a json file called <file_name>.json inside <directory_name>,touch <directory_name>/<file_name>.json
create a markdown file named <file_name>.md inside <directory_name>,touch <directory_name>/<file_name>.md
make a markdown file <file_name>.md inside <directory_name>,touch <directory_name>/<file_name>.md
create a <file_name>.md file for markdown inside <directory_name>,touch <directory_name>/<file_name>.md
create a yaml file <file_name>.yml inside <directory_name>,touch <directory_name>/<file_name>.yml
make a yaml file named <file_name>.yml in <directory_name>,touch <directory_name>/<file_name>.yml
create a yaml file <file_name>.yml inside <directory_name>,touch <directory_name>/<file_name>.yml
create a php file <file_name>.php in <directory_name>,touch <directory_name>/<file_name>.php
make a new php file <file_name>.php inside <directory_name>,touch <directory_name>/<file_name>.php
create a php file named <file_name>.php in <directory_name>,touch <directory_name>/<file_name>.php
create a ruby file <file_name>.rb inside <directory_name>,touch <directory_name>/<file_name>.rb
make a ruby file <file_name>.rb inside <directory_name>,touch <directory_name>/<file_name>.rb
create a ruby program file <file_name>.rb inside <directory_name>,touch <directory_name>/<file_name>.rb
create a sql file <file_name>.sql in <directory_name>,touch <directory_name>/<file_name>.sql
make a sql file <file_name>.sql inside <directory_name>,touch <directory_name>/<file_name>.sql
create a <file_name>.sql file for sql inside <directory_name>,touch <directory_name>/<file_name>.sql
create an image file <file_name>.jpg in <directory_name>,touch <directory_name>/<file_name>.jpg
make a new image file <file_name>.jpg inside <directory_name>,touch <directory_name>/<file_name>.jpg
create a <file_name>.jpg image file in <directory_name>,touch <directory_name>/<file_name>.jpg
create a png image file <file_name>.png inside <directory_name>,touch <directory_name>/<file_name>.png
make a png image file <file_name>.png inside <directory_name>,touch <directory_name>/<file_name>.png
create a <file_name>.png image file inside <directory_name>,touch <directory_name>/<file_name>.png
create a pdf file <file_name>.pdf inside <directory_name>,touch <directory_name>/<file_name>.pdf
make a pdf file <file_name>.pdf inside <directory_name>,touch <directory_name>/<file_name>.pdf
create a pdf file named <file_name>.pdf inside <directory_name>,touch <directory_name>/<file_name>.pdf
create a spreadsheet file <file_name>.xls in <directory_name>,touch <directory_name>/<file_name>.xls
make a spreadsheet file <file_name>.xls inside <directory_name>,touch <directory_name>/<file_name>.xls
create a <file_name>.xls file in <directory_name>,touch <directory_name>/<file_name>.xls
create a csv file <file_name>.csv in <directory_name>,touch <directory_name>/<file_name>.csv
make a csv file <file_name>.csv inside <directory_name>,touch <directory_name>/<file_name>.csv
create a <file_name>.csv file in <directory_name>,touch <directory_name>/<file_name>.csv
create a log file <file_name>.log inside <directory_name>,touch <directory_name>/<file_name>.log
make a log file <file_name>.log inside <directory_name>,touch <directory_name>/<file_name>.log
create a <file_name>.log file inside <directory_name>,touch <directory_name>/<file_name>.log

# create file with all the extentions

i want to create a text file named <file-name> in <directory>,touch <directory>/<file-name>.txt
create a text file named <file-name> in <directory>,touch <directory>/<file-name>.txt
make a text file called <file-name> in <directory>,touch <directory>/<file-name>.txt
generate a text file named <file-name> in <directory>,touch <directory>/<file-name>.txt
please create a text file named <file-name> in <directory>,touch <directory>/<file-name>.txt
i need to create a text file named <file-name> in <directory>,touch <directory>/<file-name>.txt
create a file of type .txt named <file-name> in <directory>,touch <directory>/<file-name>.txt
make a .txt file named <file-name> in <directory>,touch <directory>/<file-name>.txt
create a csv file named <file-name> in <directory>,touch <directory>/<file-name>.csv
please create a csv file named <file-name> in <directory>,touch <directory>/<file-name>.csv
make a csv file called <file-name> in <directory>,touch <directory>/<file-name>.csv
generate a csv file named <file-name> in <directory>,touch <directory>/<file-name>.csv
i want to create a .csv file named <file-name> in <directory>,touch <directory>/<file-name>.csv
create a markdown file named <file-name> in <directory>,touch <directory>/<file-name>.md
make a markdown file named <file-name> in <directory>,touch <directory>/<file-name>.md
please create a markdown file named <file-name> in <directory>,touch <directory>/<file-name>.md
generate a markdown file named <file-name> in <directory>,touch <directory>/<file-name>.md
i need a markdown file named <file-name> in <directory>,touch <directory>/<file-name>.md
i want to create a .md file named <file-name> in <directory>,touch <directory>/<file-name>.md
create a rtf file named <file-name> in <directory>,touch <directory>/<file-name>.rtf
make a rtf file called <file-name> in <directory>,touch <directory>/<file-name>.rtf
please create a rtf file named <file-name> in <directory>,touch <directory>/<file-name>.rtf
generate a rtf file named <file-name> in <directory>,touch <directory>/<file-name>.rtf
i need to create a rtf file named <file-name> in <directory>,touch <directory>/<file-name>.rtf
create a log file named <file-name> in <directory>,touch <directory>/<file-name>.log
make a log file named <file-name> in <directory>,touch <directory>/<file-name>.log
generate a log file named <file-name> in <directory>,touch <directory>/<file-name>.log
please create a log file named <file-name> in <directory>,touch <directory>/<file-name>.log
i want a log file named <file-name> in <directory>,touch <directory>/<file-name>.log
create an xml file named <file-name> in <directory>,touch <directory>/<file-name>.xml
make an xml file named <file-name> in <directory>,touch <directory>/<file-name>.xml
generate an xml file named <file-name> in <directory>,touch <directory>/<file-name>.xml
please create an xml file named <file-name> in <directory>,touch <directory>/<file-name>.xml
i want to create a json file named <file-name> in <directory>,touch <directory>/<file-name>.json
make a json file named <file-name> in <directory>,touch <directory>/<file-name>.json
create a json file named <file-name> in <directory>,touch <directory>/<file-name>.json
generate a json file named <file-name> in <directory>,touch <directory>/<file-name>.json
please create a json file named <file-name> in <directory>,touch <directory>/<file-name>.json
i need a json file named <file-name> in <directory>,touch <directory>/<file-name>.json
create an html file named <file-name> in <directory>,touch <directory>/<file-name>.html
make an html file named <file-name> in <directory>,touch <directory>/<file-name>.html
generate an html file named <file-name> in <directory>,touch <directory>/<file-name>.html
please create an html file named <file-name> in <directory>,touch <directory>/<file-name>.html
create a yaml file named <file-name> in <directory>,touch <directory>/<file-name>.yaml
make a yaml file named <file-name> in <directory>,touch <directory>/<file-name>.yaml
generate a yaml file named <file-name> in <directory>,touch <directory>/<file-name>.yaml
please create a yaml file named <file-name> in <directory>,touch <directory>/<file-name>.yaml
i need a yaml file named <file-name> in <directory>,touch <directory>/<file-name>.yaml
create an ini file named <file-name> in <directory>,touch <directory>/<file-name>.ini
make an ini file named <file-name> in <directory>,touch <directory>/<file-name>.ini
generate an ini file named <file-name> in <directory>,touch <directory>/<file-name>.ini
please create an ini file named <file-name> in <directory>,touch <directory>/<file-name>.ini
create a tex file named <file-name> in <directory>,touch <directory>/<file-name>.tex
make a tex file named <file-name> in <directory>,touch <directory>/<file-name>.tex
generate a tex file named <file-name> in <directory>,touch <directory>/<file-name>.tex
please create a tex file named <file-name> in <directory>,touch <directory>/<file-name>.tex
create a c file named <file-name> in <directory>,touch <directory>/<file-name>.c
make a c file named <file-name> in <directory>,touch <directory>/<file-name>.c
generate a c file named <file-name> in <directory>,touch <directory>/<file-name>.c
please create a c file named <file-name> in <directory>,touch <directory>/<file-name>.c
i want to create a cpp file named <file-name> in <directory>,touch <directory>/<file-name>.cpp
make a cpp file named <file-name> in <directory>,touch <directory>/<file-name>.cpp
generate a cpp file named <file-name> in <directory>,touch <directory>/<file-name>.cpp
please create a cpp file named <file-name> in <directory>,touch <directory>/<file-name>.cpp
create a h file named <file-name> in <directory>,touch <directory>/<file-name>.h
make a h file named <file-name> in <directory>,touch <directory>/<file-name>.h
generate a h file named <file-name> in <directory>,touch <directory>/<file-name>.h
please create a h file named <file-name> in <directory>,touch <directory>/<file-name>.h
create a python file named <file-name> in <directory>,touch <directory>/<file-name>.py
make a python file named <file-name> in <directory>,touch <directory>/<file-name>.py
generate a python file named <file-name> in <directory>,touch <directory>/<file-name>.py
please create a python file named <file-name> in <directory>,touch <directory>/<file-name>.py
create a java file named <file-name> in <directory>,touch <directory>/<file-name>.java
make a java file named <file-name> in <directory>,touch <directory>/<file-name>.java
generate a java file named <file-name> in <directory>,touch <directory>/<file-name>.java
please create a java file named <file-name> in <directory>,touch <directory>/<file-name>.java
create a class file named <file-name> in <directory>,touch <directory>/<file-name>.class
make a class file named <file-name> in <directory>,touch <directory>/<file-name>.class
generate a class file named <file-name> in <directory>,touch <directory>/<file-name>.class
please create a class file named <file-name> in <directory>,touch <directory>/<file-name>.class
create a js file named <file-name> in <directory>,touch <directory>/<file-name>.js
make a js file named <file-name> in <directory>,touch <directory>/<file-name>.js
generate a js file named <file-name> in <directory>,touch <directory>/<file-name>.js
please create a js file named <file-name> in <directory>,touch <directory>/<file-name>.js
create a php file named <file-name> in <directory>,touch <directory>/<file-name>.php
make a php file named <file-name> in <directory>,touch <directory>/<file-name>.php
generate a php file named <file-name> in <directory>,touch <directory>/<file-name>.php
please create a php file named <file-name> in <directory>,touch <directory>/<file-name>.php
create a rb file named <file-name> in <directory>,touch <directory>/<file-name>.rb
make a rb file named <file-name> in <directory>,touch <directory>/<file-name>.rb
generate a rb file named <file-name> in <directory>,touch <directory>/<file-name>.rb
please create a rb file named <file-name> in <directory>,touch <directory>/<file-name>.rb
create a swift file named <file-name> in <directory>,touch <directory>/<file-name>.swift
make a swift file named <file-name> in <directory>,touch <directory>/<file-name>.swift
generate a swift file named <file-name> in <directory>,touch <directory>/<file-name>.swift
please create a swift file named <file-name> in <directory>,touch <directory>/<file-name>.swift
create a go file named <file-name> in <directory>,touch <directory>/<file-name>.go
make a go file named <file-name> in <directory>,touch <directory>/<file-name>.go
generate a go file named <file-name> in <directory>,touch <directory>/<file-name>.go
please create a go file named <file-name> in <directory>,touch <directory>/<file-name>.go
create a ts file named <file-name> in <directory>,touch <directory>/<file-name>.ts
make a ts file named <file-name> in <directory>,touch <directory>/<file-name>.ts
generate a ts file named <file-name> in <directory>,touch <directory>/<file-name>.ts
please create a ts file named <file-name> in <directory>,touch <directory>/<file-name>.ts
create a kt file named <file-name> in <directory>,touch <directory>/<file-name>.kt
make a kt file named <file-name> in <directory>,touch <directory>/<file-name>.kt
generate a kt file named <file-name> in <directory>,touch <directory>/<file-name>.kt
please create a kt file named <file-name> in <directory>,touch <directory>/<file-name>.kt
create a scala file named <file-name> in <directory>,touch <directory>/<file-name>.scala
make a scala file named <file-name> in <directory>,touch <directory>/<file-name>.scala
generate a scala file named <file-name> in <directory>,touch <directory>/<file-name>.scala
please create a scala file named <file-name> in <directory>,touch <directory>/<file-name>.scala
create a pl file named <file-name> in <directory>,touch <directory>/<file-name>.pl
make a pl file named <file-name> in <directory>,touch <directory>/<file-name>.pl
generate a pl file named <file-name> in <directory>,touch <directory>/<file-name>.pl
please create a pl file named <file-name> in <directory>,touch <directory>/<file-name>.pl
create an m file named <file-name> in <directory>,touch <directory>/<file-name>.m
make an m file named <file-name> in <directory>,touch <directory>/<file-name>.m
generate an m file named <file-name> in <directory>,touch <directory>/<file-name>.m
please create an m file named <file-name> in <directory>,touch <directory>/<file-name>.m
create a lua file named <file-name> in <directory>,touch <directory>/<file-name>.lua
make a lua file named <file-name> in <directory>,touch <directory>/<file-name>.lua
generate a lua file named <file-name> in <directory>,touch <directory>/<file-name>.lua
please create a lua file named <file-name> in <directory>,touch <directory>/<file-name>.lua
create an asm file named <file-name> in <directory>,touch <directory>/<file-name>.asm
make an asm file named <file-name> in <directory>,touch <directory>/<file-name>.asm
generate an asm file named <file-name> in <directory>,touch <directory>/<file-name>.asm
please create an asm file named <file-name> in <directory>,touch <directory>/<file-name>.asm
create a cs file named <file-name> in <directory>,touch <directory>/<file-name>.cs
make a cs file named <file-name> in <directory>,touch <directory>/<file-name>.cs
generate a cs file named <file-name> in <directory>,touch <directory>/<file-name>.cs
please create a cs file named <file-name> in <directory>,touch <directory>/<file-name>.cs
create a vbs file named <file-name> in <directory>,touch <directory>/<file-name>.vbs
make a vbs file named <file-name> in <directory>,touch <directory>/<file-name>.vbs
generate a vbs file named <file-name> in <directory>,touch <directory>/<file-name>.vbs
please create a vbs file named <file-name> in <directory>,touch <directory>/<file-name>.vbs
create a sh file named <file-name> in <directory>,touch <directory>/<file-name>.sh
make a sh file named <file-name> in <directory>,touch <directory>/<file-name>.sh
generate a sh file named <file-name> in <directory>,touch <directory>/<file-name>.sh
please create a sh file named <file-name> in <directory>,touch <directory>/<file-name>.sh
create a sql file named <file-name> in <directory>,touch <directory>/<file-name>.sql
make a sql file named <file-name> in <directory>,touch <directory>/<file-name>.sql
generate a sql file named <file-name> in <directory>,touch <directory>/<file-name>.sql
please create a sql file named <file-name> in <directory>,touch <directory>/<file-name>.sql
create a dart file named <file-name> in <directory>,touch <directory>/<file-name>.dart
make a dart file named <file-name> in <directory>,touch <directory>/<file-name>.dart
generate a dart file named <file-name> in <directory>,touch <directory>/<file-name>.dart
please create a dart file named <file-name> in <directory>,touch <directory>/<file-name>.dart
create an r file named <file-name> in <directory>,touch <directory>/<file-name>.r
make an r file named <file-name> in <directory>,touch <directory>/<file-name>.r
generate an r file named <file-name> in <directory>,touch <directory>/<file-name>.r
please create an r file named <file-name> in <directory>,touch <directory>/<file-name>.r
create a clj file named <file-name> in <directory>,touch <directory>/<file-name>.clj
make a clj file named <file-name> in <directory>,touch <directory>/<file-name>.clj
generate a clj file named <file-name> in <directory>,touch <directory>/<file-name>.clj
please create a clj file named <file-name> in <directory>,touch <directory>/<file-name>.clj
create a sc file named <file-name> in <directory>,touch <directory>/<file-name>.sc
make a sc file named <file-name> in <directory>,touch <directory>/<file-name>.sc
generate a sc file named <file-name> in <directory>,touch <directory>/<file-name>.sc
please create a sc file named <file-name> in <directory>,touch <directory>/<file-name>.sc
create a f90 file named <file-name> in <directory>,touch <directory>/<file-name>.f90
make a f90 file named <file-name> in <directory>,touch <directory>/<file-name>.f90
generate a f90 file named <file-name> in <directory>,touch <directory>/<file-name>.f90
please create a f90 file named <file-name> in <directory>,touch <directory>/<file-name>.f90
create a v file named <file-name> in <directory>,touch <directory>/<file-name>.v
make a v file named <file-name> in <directory>,touch <directory>/<file-name>.v
generate a v file named <file-name> in <directory>,touch <directory>/<file-name>.v
please create a v file named <file-name> in <directory>,touch <directory>/<file-name>.v
create an xsl file named <file-name> in <directory>,touch <directory>/<file-name>.xsl
make an xsl file named <file-name> in <directory>,touch <directory>/<file-name>.xsl
generate an xsl file named <file-name> in <directory>,touch <directory>/<file-name>.xsl
please create an xsl file named <file-name> in <directory>,touch <directory>/<file-name>.xsl
create a cabal file named <file-name> in <directory>,touch <directory>/<file-name>.cabal
make a cabal file named <file-name> in <directory>,touch <directory>/<file-name>.cabal
generate a cabal file named <file-name> in <directory>,touch <directory>/<file-name>.cabal
please create a cabal file named <file-name> in <directory>,touch <directory>/<file-name>.cabal
create a zsh file named <file-name> in <directory>,touch <directory>/<file-name>.zsh
make a zsh file named <file-name> in <directory>,touch <directory>/<file-name>.zsh
generate a zsh file named <file-name> in <directory>,touch <directory>/<file-name>.zsh
please create a zsh file named <file-name> in <directory>,touch <directory>/<file-name>.zsh
create an env file named <file-name> in <directory>,touch <directory>/<file-name>.env
make an env file named <file-name> in <directory>,touch <directory>/<file-name>.env
generate an env file named <file-name> in <directory>,touch <directory>/<file-name>.env
please create an env file named <file-name> in <directory>,touch <directory>/<file-name>.env
create a conf file named <file-name> in <directory>,touch <directory>/<file-name>.conf
make a conf file named <file-name> in <directory>,touch <directory>/<file-name>.conf
generate a conf file named <file-name> in <directory>,touch <directory>/<file-name>.conf
please create a conf file named <file-name> in <directory>,touch <directory>/<file-name>.conf
create a toml file named <file-name> in <directory>,touch <directory>/<file-name>.toml
make a toml file named <file-name> in <directory>,touch <directory>/<file-name>.toml
generate a toml file named <file-name> in <directory>,touch <directory>/<file-name>.toml
please create a toml file named <file-name> in <directory>,touch <directory>/<file-name>.toml
create a dat file named <file-name> in <directory>,touch <directory>/<file-name>.dat
make a dat file named <file-name> in <directory>,touch <directory>/<file-name>.dat
generate a dat file named <file-name> in <directory>,touch <directory>/<file-name>.dat
please create a dat file named <file-name> in <directory>,touch <directory>/<file-name>.dat
create a db file named <file-name> in <directory>,touch <directory>/<file-name>.db
make a db file named <file-name> in <directory>,touch <directory>/<file-name>.db
generate a db file named <file-name> in <directory>,touch <directory>/<file-name>.db
please create a db file named <file-name> in <directory>,touch <directory>/<file-name>.db
create a bin file named <file-name> in <directory>,touch <directory>/<file-name>.bin
make a bin file named <file-name> in <directory>,touch <directory>/<file-name>.bin
generate a bin file named <file-name> in <directory>,touch <directory>/<file-name>.bin
please create a bin file named <file-name> in <directory>,touch <directory>/<file-name>.bin
create a tar file named <file-name> in <directory>,touch <directory>/<file-name>.tar
make a tar file named <file-name> in <directory>,touch <directory>/<file-name>.tar
generate a tar file named <file-name> in <directory>,touch <directory>/<file-name>.tar
please create a tar file named <file-name> in <directory>,touch <directory>/<file-name>.tar
create a gz file named <file-name> in <directory>,touch <directory>/<file-name>.gz
make a gz file named <file-name> in <directory>,touch <directory>/<file-name>.gz
generate a gz file named <file-name> in <directory>,touch <directory>/<file-name>.gz
please create a gz file named <file-name> in <directory>,touch <directory>/<file-name>.gz
create an iso file named <file-name> in <directory>,touch <directory>/<file-name>.iso
make an iso file named <file-name> in <directory>,touch <directory>/<file-name>.iso
generate an iso file named <file-name> in <directory>,touch <directory>/<file-name>.iso
please create an iso file named <file-name> in <directory>,touch <directory>/<file-name>.iso
create an exe file named <file-name> in <directory>,touch <directory>/<file-name>.exe
make an exe file named <file-name> in <directory>,touch <directory>/<file-name>.exe
generate an exe file named <file-name> in <directory>,touch <directory>/<file-name>.exe
