"what is the battery percentage?","upower -i /org/freedesktop/UPower/devices/battery_BAT0"
"give me information about my battery","upower -i /org/freedesktop/UPower/devices/battery_BAT0"
"how much battery do I have left?","upower -i /org/freedesktop/UPower/devices/battery_BAT0"
"what is the current battery status?","upower -i /org/freedesktop/UPower/devices/battery_BAT0"
"show me the battery level and status","upower -i /org/freedesktop/UPower/devices/battery_BAT0"
"how much time is left on my battery?","upower -i /org/freedesktop/UPower/devices/battery_BAT0"
"tell me the remaining battery time","upower -i /org/freedesktop/UPower/devices/battery_BAT0"
"how much time do I have left on battery?","upower -i /org/freedesktop/UPower/devices/battery_BAT0"
"what’s the battery health?","upower -i /org/freedesktop/UPower/devices/battery_BAT0"
"give me the battery health information","upower -i /org/freedesktop/UPower/devices/battery_BAT0"

nl_cmd,bash_cmd
"show me the cpu usage","top -n 1"
"what is the current cpu usage?","top -n 1"
"give me the cpu usage details","top -n 1"
"how much cpu is being used?","top -n 1"
"show me the processor usage","top -n 1"
"what’s the cpu usage on my system?","top -n 1"
"tell me the current cpu load","top -n 1"
"how much of the cpu is in use?","top -n 1"
"show me the cpu performance","top -n 1"
"what is the load on my cpu?","top -n 1"
"give me the processor load information","top -n 1"
"how is my cpu performing?","top -n 1"
"what’s the percentage of cpu utilization?","top -n 1"
"tell me the cpu load statistics","mpstat 1 1"
"how much cpu power is being used?","mpstat 1 1"

nl_cmd,bash_cmd
"show me the running processes","ps aux"
"what processes are currently running?","ps aux"
"tell me about the running processes","ps aux"
"how many processes are running on my system?","ps aux"
"give me the list of running processes","ps aux"
"what is running on my system?","ps aux"
"show all active processes","ps aux"
"how do I see the processes on my system?","ps aux"
"give me details of the processes in use","ps aux"
"show me the current processes","ps aux"
"how many processes are active?","ps aux"
"what processes are running at the moment?","ps aux"
"tell me which programs are running","ps aux"
"list all the processes currently running","ps aux"
"what’s the list of processes being executed?","ps aux"

nl_cmd,bash_cmd
"show me the hardware details","lshw"
"what is the hardware configuration of my system?","lshw"
"tell me about the hardware of my system","lshw"
"give me information about my system hardware","lshw"
"show the hardware specs of my machine","lshw"
"how is my system hardware configured?","lshw"
"give me the hardware information","lshw"
"what are the specifications of my hardware?","lshw"
"show me the hardware on my system","lshw"
"tell me the details about my system's hardware","lshw"
"how do I check my system hardware?","lshw"
"what's the configuration of my hardware?","lshw"
"give me the system's hardware report","lshw"
"how do I get the hardware information on my system?","lshw"
"what hardware components are in my machine?","lshw"


nl_cmd,bash_cmd
"show me the system logs","journalctl"
"what do the system logs say?","journalctl"
"give me the latest system logs","journalctl -n 10"
"tell me about the system log entries","journalctl"
"show the recent system logs","journalctl -n 10"
"give me the log history of my system","journalctl"
"what’s happening in the system logs?","journalctl"
"tell me about the system’s logs","journalctl"
"how can I view the system logs?","journalctl"
"show the kernel logs","dmesg"
"give me the system boot logs","journalctl -b"
"what are the system messages in the log?","journalctl"
"how do I check system logs?","journalctl"
"what's in the log files?","journalctl"
"tell me the system event logs","journalctl -n 20"

nl_cmd,bash_cmd
"show me the block devices","lsblk"
"what are the available block devices on my system?","lsblk"
"give me the list of block devices","lsblk"
"what storage devices are connected?","lsblk"
"tell me about the block devices on my system","lsblk"
"show the connected storage devices","lsblk"
"how do I list the block devices?","lsblk"
"give me the details of the block devices","lsblk"
"what are the partitions on my system?","lsblk"
"show me the device partitions","lsblk"
"how do I check for block devices?","lsblk"
"give me information on the block devices","lsblk"
"what block storage devices do I have?","lsblk"
"tell me the partitions and disks connected","lsblk"
"show the block devices and their partitions","lsblk"
